Gene,mut.rate,dn.LoF,case.LoF,ctrl.LoF,trans.LoF,ntrans.LoF,dn.mis3,case.mis3,ctrl.mis3,trans.mis3,ntrans.mis3,BF.dn,BF,qvalue.dn,qvalue,pval.TADA
ADSS,1.82E-05,1,0,0,0,0,0,0,5,2,1,16.13295011,8.890208676,0.333739597,0.440059774,0.006131305
C20orf194,4.22E-05,1,2,3,0,1,0,5,36,10,6,12.23541495,8.887309664,0.438031307,0.440951622,0.006133974
LDB1,1.90E-05,1,0,0,0,0,0,0,6,0,2,15.98675857,8.845881253,0.339729667,0.441840308,0.006185215
TMEM171,1.47E-05,0,1,1,5,1,0,2,7,2,5,0.844440224,8.817265475,0.919301637,0.442724393,0.006234855
ZNF568,2.09E-05,0,3,5,3,1,1,3,17,3,3,3.59495662,8.7824101,0.600310467,0.443604674,0.006282359
RRBP1,4.98E-05,0,3,2,1,0,1,11,40,12,13,2.502710362,8.777795244,0.695121062,0.444477701,0.006289832
NFIA,1.98E-05,1,0,0,0,0,0,0,6,1,1,15.84754236,8.746496829,0.345369394,0.445346655,0.006323459
CDC73,2.10E-05,1,0,0,0,0,0,0,7,1,1,15.62570107,8.628857119,0.355691126,0.446221615,0.006471844
BIRC3,2.14E-05,1,0,0,0,0,0,1,9,0,1,15.5494867,8.598648145,0.356909341,0.447092439,0.006517748
KIAA1407,3.25E-05,0,5,11,9,2,0,4,13,5,3,0.69082281,8.55601836,0.935104433,0.447960631,0.00657913
PAX5,2.17E-05,1,0,0,0,0,0,5,8,0,1,15.50250824,8.532784194,0.361596272,0.448823995,0.006615426
MAK,2.31E-05,1,1,5,1,0,0,2,9,3,3,15.24154569,8.528371929,0.37514638,0.449680424,0.00662023
SRSF11,2.19E-05,1,0,0,0,0,0,0,1,1,0,15.46467634,8.522862145,0.36493656,0.450530136,0.006628236
SIRPB2,1.27E-05,1,0,3,1,1,0,1,18,2,7,17.20785257,8.511765098,0.292372566,0.451373855,0.006643181
RAD21L1,2.14E-05,1,0,0,0,0,0,0,0,0,0,15.5494867,8.4773646,0.359285858,0.452214322,0.006689085
FAM169A,2.22E-05,1,0,0,0,0,0,3,10,2,2,15.39826325,8.475079293,0.368140129,0.453047927,0.006693355
PRKAR1B,2.31E-05,1,0,0,0,0,0,0,10,2,1,15.24154569,8.417330565,0.376100951,0.453881063,0.006776621
KCNS3,2.23E-05,1,0,2,0,0,0,2,4,1,2,15.39468216,8.399173776,0.370203901,0.454709259,0.00679637
ITGA5,4.71E-05,1,0,1,0,0,0,3,25,3,1,11.57159886,8.362018866,0.442895293,0.455534737,0.006836402
FAM161B,2.66E-05,0,1,1,3,2,1,5,10,6,8,3.342018483,8.289980775,0.632251079,0.456361505,0.006926608
KDM1B,2.45E-05,1,0,0,0,0,0,4,5,2,1,15.00447505,8.272847048,0.382501967,0.457183354,0.00694529
REPIN1,3.62E-05,1,1,2,0,1,0,1,15,3,2,13.10494443,8.268208465,0.424261377,0.457998935,0.006947958
RABEP1,3.04E-05,0,1,0,1,0,1,3,16,3,3,3.188929399,8.247687573,0.645399161,0.458810115,0.006974113
PTPRR,2.51E-05,1,0,0,0,0,0,3,12,2,5,14.90039505,8.215287277,0.389260786,0.459618288,0.00701628
BTBD6,2.45E-05,1,0,1,0,1,0,2,7,0,3,14.9940317,8.198283859,0.384248832,0.460421772,0.007036563
ZMYND11,2.54E-05,1,0,0,0,0,0,2,5,0,0,14.85209223,8.183021144,0.39006653,0.461220431,0.007056845
ZNF238,2.58E-05,1,0,0,0,0,0,2,5,4,1,14.76968152,8.143391603,0.394717908,0.462017049,0.007113958
RPS6KA3,2.49E-05,1,0,0,0,0,0,0,0,0,0,14.9315367,8.140466828,0.386795869,0.46280757,0.007118228
HIST1H4C,8.04E-06,0,0,1,5,0,0,2,5,2,2,0.911615294,8.137212429,0.8846352,0.463592102,0.007127836
RAPGEF3,3.91E-05,1,1,3,0,0,0,12,22,9,7,12.67659897,8.051197478,0.432154235,0.464379905,0.007255938
CLASP1,6.28E-05,0,0,1,0,0,2,7,37,7,8,11.16301673,8.047559021,0.447823786,0.465161834,0.007261809
PHF2,5.06E-05,1,0,1,0,0,0,5,15,8,4,11.12135008,7.993956239,0.448371846,0.465943497,0.007353082
ENGASE,3.81E-05,0,9,12,7,4,0,3,18,5,8,0.649193841,7.988235431,0.936405694,0.466719614,0.007363224
ASAH2,2.77E-05,1,0,0,0,0,0,0,3,1,2,14.4516429,7.969364389,0.403338231,0.467491702,0.007392581
EFCAB5,4.81E-05,1,7,8,3,9,0,11,15,7,5,11.44097631,7.957721227,0.444002134,0.468259015,0.007411796
TTK,2.77E-05,1,0,0,0,0,0,2,5,3,4,14.44662834,7.951614023,0.404014065,0.469021003,0.007418201
RFX7,5.12E-05,1,0,1,0,0,0,5,25,4,4,11.04608652,7.942465345,0.449464725,0.469778061,0.00742941
TCF4,2.85E-05,1,0,0,0,0,0,0,10,1,1,14.3235303,7.927257698,0.407315487,0.470530909,0.007456098
CNOT3,3.96E-05,1,1,3,0,0,0,5,11,5,5,12.60429053,7.922893278,0.43432507,0.471278418,0.007464105
KLHL14,3.42E-05,0,1,0,1,0,1,2,15,0,2,3.03843814,7.919809635,0.660509026,0.47202051,0.007467841
CCDC77,1.80E-05,0,7,3,1,2,0,1,16,4,3,0.81408832,7.892506459,0.925186411,0.472759865,0.007511076
TEX2,4.62E-05,0,2,0,1,1,1,2,14,8,10,2.616579895,7.883247514,0.690092393,0.473494574,0.007521751
SPRED2,2.80E-05,1,0,2,0,0,0,1,1,3,3,14.40491349,7.863012417,0.405350644,0.474225872,0.007554844
DDX3X,2.90E-05,1,0,0,0,0,0,0,1,0,0,14.23935392,7.851683044,0.40987476,0.474952844,0.007568722
WDR81,5.42E-05,0,1,3,0,0,2,7,33,13,12,12.54263943,7.843093976,0.436441443,0.475675248,0.007582066
OR13C8,1.17E-05,0,4,1,1,0,0,0,7,1,2,0.874527213,7.834485809,0.909864731,0.476393138,0.00759114
ZC3H11A,2.93E-05,1,0,0,0,0,0,2,11,3,1,14.19008879,7.810109862,0.410502372,0.477108242,0.007622098
HAX1,1.21E-05,0,4,1,1,0,0,3,5,2,2,0.87064124,7.772798323,0.911458472,0.477821974,0.007676007
UBAP2,4.47E-05,0,3,4,2,0,1,14,40,9,21,2.665666965,7.716320451,0.688177519,0.478536401,0.007762477
GRIA1,3.61E-05,0,2,0,0,0,1,4,14,2,6,2.967014303,7.678237726,0.666015899,0.479249584,0.007809448
RALGAPB,5.40E-05,1,0,0,0,1,0,5,22,9,8,10.70207157,7.654546037,0.452205189,0.479960019,0.007838804
SMARCC2,5.50E-05,1,0,1,0,0,0,2,9,0,1,10.58203389,7.613267762,0.452765847,0.48066961,0.007904457
ASB17,9.61E-06,1,0,2,0,1,0,1,4,1,1,17.85072964,7.581840425,0.264179941,0.481377334,0.00794609
RBM27,3.73E-05,0,2,0,0,0,1,5,18,2,7,2.921745638,7.573610668,0.670041765,0.482080764,0.007958367
LRRC4,3.24E-05,1,0,0,0,0,0,1,4,0,1,13.69011021,7.549416873,0.417834217,0.482781632,0.007993595
TNPO3,3.74E-05,0,2,0,0,0,1,4,8,0,0,2.91919192,7.543027288,0.670781678,0.483478095,0.008002669
MSLNL,4.28E-05,0,2,2,5,1,0,6,15,4,4,0.616184611,7.512203113,0.937258334,0.484172769,0.008052842
LRRIQ1,5.14E-05,0,6,6,4,1,0,10,26,10,4,0.560408404,7.506895993,0.938369097,0.484863003,0.008059247
CUL1,3.20E-05,1,0,0,0,0,0,0,0,0,0,13.75808791,7.500718814,0.416634499,0.485548935,0.008071524
FAM40A,3.29E-05,1,0,0,0,0,0,4,9,1,2,13.61152339,7.491094595,0.419603697,0.486230971,0.008087537
GRIA2,3.44E-05,1,0,0,0,0,0,1,16,0,1,13.37867951,7.455187109,0.42308825,0.486911892,0.008144649
NUAK1,3.24E-05,1,0,1,0,1,0,8,24,5,4,13.69641835,7.447206286,0.417237155,0.487588813,0.008157993
MGRN1,3.41E-05,1,0,0,0,0,0,4,21,1,2,13.42490096,7.439196948,0.421937207,0.48826178,0.00817027
IL7R,1.62E-05,0,2,1,3,0,0,3,12,7,2,0.830339531,7.418507431,0.922276032,0.488932148,0.008206565
ROBO4,4.52E-05,0,4,3,3,0,0,6,35,6,10,0.600036098,7.413924629,0.937614157,0.489598284,0.008212437
VCP,3.44E-05,1,0,0,0,0,0,1,0,2,0,13.3832939,7.38249974,0.422515353,0.490262998,0.008256739
MPHOSPH8,3.40E-05,1,0,0,0,0,0,9,23,2,2,13.44034651,7.381470591,0.421357146,0.490923186,0.008258874
ESCO2,1.96E-05,0,2,1,3,0,0,1,11,2,0,0.799449596,7.146024625,0.927269534,0.491603148,0.008647451
MAP3K14,3.72E-05,1,0,0,0,0,0,2,4,1,2,12.95549466,7.134985203,0.428265554,0.492279554,0.00866293
NOP14,4.23E-05,0,1,0,1,0,1,5,11,6,6,2.746288165,7.097379715,0.683157006,0.49295521,0.008742994
CBX4,3.79E-05,1,0,0,0,0,0,0,2,0,3,12.85197823,7.096915408,0.429385305,0.493626271,0.008744596
DSCAM,0.0001015,1,1,1,0,0,0,9,39,13,14,6.33326458,7.080630234,0.479218996,0.494294422,0.008773952
FPGS,2.74E-05,1,1,3,0,1,0,3,13,0,0,14.50860661,7.076566243,0.401966278,0.494958433,0.008782493
HGF,2.72E-05,1,0,4,1,0,0,2,12,4,1,14.53886228,7.068238936,0.401272653,0.495618785,0.008794769
DLL1,3.81E-05,1,0,0,0,0,0,7,16,6,4,12.82256685,7.064391708,0.429943314,0.496275055,0.008802776
NINL,7.14E-05,0,6,5,5,3,0,11,34,14,16,0.450775476,7.023569532,0.93961124,0.496931081,0.008874299
GFPT2,3.61E-05,0,4,2,2,0,0,5,24,1,4,0.663818963,6.992752722,0.935988585,0.49758585,0.008929277
XIRP1,7.86E-05,0,7,8,2,1,1,12,65,17,14,1.763016525,6.92189156,0.717231862,0.498243503,0.009047238
LCN12,9.31E-06,0,1,0,3,0,0,2,2,3,1,0.898448553,6.881119403,0.89505177,0.498900951,0.009103816
FAM81B,1.56E-05,0,3,4,3,3,1,0,6,2,3,3.845558312,6.868912588,0.552074584,0.499555271,0.009121964
CSF2RB,4.21E-05,0,3,3,1,0,1,4,20,4,6,2.753124559,6.844418224,0.682487126,0.500207757,0.009157192
LGALS3BP,2.95E-05,0,2,2,1,0,1,2,13,5,4,3.223228865,6.835513561,0.642936388,0.500856833,0.00917534
DUSP27,5.20E-05,0,4,3,3,0,0,4,31,6,2,0.556727096,6.819000156,0.938429719,0.501503313,0.009211636
MLL5,6.55E-05,1,2,3,0,1,0,14,37,7,4,9.405995265,6.812615102,0.461951775,0.50214619,0.009221244
C7orf70,1.01E-05,0,3,0,1,0,0,1,4,3,0,0.890362668,6.809359285,0.90080146,0.502785183,0.009232453
FRYL,0.0001066,1,0,1,1,0,0,18,42,12,8,5.994214953,6.786971149,0.483108266,0.503422271,0.009267681
XPO5,4.64E-05,0,2,0,0,0,1,4,12,1,6,2.610109097,6.758414494,0.690938264,0.504058102,0.009309314
FBLIM1,1.87E-05,0,1,1,1,0,1,8,22,9,5,3.696022468,6.728254523,0.58077787,0.50469286,0.009368562
LMTK3,4.30E-05,1,0,0,0,0,0,1,2,1,0,12.12427901,6.68036866,0.438573123,0.50532836,0.009447024
TUBA1A,1.92E-05,0,0,1,2,0,1,0,0,0,0,3.670237675,6.60657436,0.585831496,0.505967253,0.009582066
PRAME,2.04E-05,0,0,1,2,0,1,5,7,2,4,3.615111972,6.569819232,0.594902256,0.506605775,0.009653056
SLCO6A1,2.72E-05,0,2,0,3,1,0,7,8,2,3,0.733139579,6.555792533,0.933102133,0.50724163,0.009676007
EXOSC7,1.35E-05,0,3,0,1,0,0,3,9,1,4,0.856747869,6.553258373,0.916137858,0.507873679,0.009681345
GMPPB,2.15E-05,0,1,0,1,1,1,2,7,4,1,3.565403658,6.483559247,0.605902672,0.508508767,0.009818521
LPHN2,5.10E-05,0,2,0,0,0,1,4,27,4,10,2.465952989,6.470835847,0.696966626,0.509141114,0.009840406
PARN,2.26E-05,0,1,1,1,0,1,5,9,1,1,3.517325478,6.391562165,0.61164892,0.509777508,0.010030424
DYNC1H1,0.000226043,0,3,0,0,0,2,12,23,6,5,1.450158703,6.388077996,0.721848779,0.51041024,0.010037897
HIST1H2AE,1.01E-05,0,1,0,0,0,1,0,0,0,0,4.124154303,6.36541769,0.512121236,0.51104129,0.010081665
ANO5,3.15E-05,1,2,8,2,1,0,6,17,4,8,13.83599677,6.362875454,0.414819414,0.511668641,0.010085402
SETD2,7.14E-05,1,0,1,0,0,0,6,25,4,2,8.807860484,6.314040994,0.466778161,0.512297008,0.010192154
VCPIP1,4.83E-05,1,0,0,0,0,0,1,7,2,3,11.41504382,6.291174782,0.445102276,0.512923773,0.010232186
TTC39A,2.42E-05,0,1,1,1,0,1,1,9,1,2,3.446299442,6.283993313,0.621649948,0.513547369,0.010250334
TUBGCP4,2.57E-05,1,0,2,0,1,0,1,4,2,1,14.79023766,6.279511595,0.393963081,0.514167556,0.010262076
NFATC2IP,1.21E-05,0,1,0,0,0,1,2,3,1,3,4.021711867,6.270428585,0.52936245,0.514784827,0.01027969
C3orf15,3.10E-05,0,5,1,0,0,0,8,27,5,5,0.702916906,6.256328499,0.934610335,0.515399712,0.010319189
UBR3,2.64E-05,1,0,2,0,1,0,3,12,2,6,14.67586099,6.241497436,0.396210502,0.516012309,0.010358687
PRR25,1.77E-05,0,4,0,0,0,0,3,11,3,0,0.81677266,6.238060018,0.92480389,0.516621502,0.010365092
SCP2,1.91E-05,1,0,5,1,0,0,0,7,4,4,15.9681201,6.144429975,0.341169535,0.517236342,0.010553509
KIAA0556,8.02E-05,0,7,9,8,5,0,9,48,8,11,0.410123037,6.076576702,0.939885885,0.517854257,0.010692821
SPO11,1.40E-05,0,4,3,2,0,0,1,3,5,2,0.851296995,6.001324874,0.917677408,0.518476009,0.010861489
MBD5,5.32E-05,1,0,0,0,0,0,4,21,9,6,10.79916276,5.928141233,0.451650764,0.519101408,0.011021084
ASZ1,1.70E-05,0,1,0,0,0,1,1,15,3,5,3.777930718,5.924541379,0.564301519,0.519723404,0.011029624
CEP164,5.77E-05,0,4,6,5,0,0,4,16,6,7,0.523035982,5.922322154,0.938929934,0.520341888,0.01103336
DIP2A,7.85E-05,1,0,4,2,0,0,18,51,10,14,8.142059887,5.870696339,0.47000074,0.520961877,0.011157192
NUDT6,1.58E-05,1,0,5,2,2,0,1,9,2,3,16.60358308,5.867469983,0.313202072,0.521578489,0.011168935
GABRR2,2.29E-05,0,3,0,1,0,0,5,20,6,6,0.769631301,5.86728748,0.930414301,0.522191449,0.011170003
RHOT2,4.02E-05,0,4,4,1,1,1,9,31,8,10,2.818995269,5.85006143,0.678627375,0.522802501,0.01121217
DDX58,3.06E-05,0,5,4,2,0,0,3,21,7,7,0.706233509,5.818222883,0.934491559,0.523413128,0.01127889
NOL6,5.62E-05,1,0,0,0,0,0,11,52,8,11,10.43990849,5.817800076,0.453891935,0.524020196,0.011279424
UPF3A,1.65E-05,0,2,3,1,0,1,6,14,5,1,3.802107917,5.81427393,0.558934739,0.524624044,0.01128316
KPNA1,1.83E-05,0,1,0,0,0,1,0,4,0,0,3.715844564,5.806159237,0.576585196,0.525225159,0.011303977
DEAF1,3.13E-05,0,0,2,0,2,2,3,12,5,2,17.19268259,5.804308464,0.294621432,0.525822943,0.011307713
MMP8,1.64E-05,0,4,5,1,1,1,4,11,2,5,3.803563859,5.801511894,0.557712089,0.526417519,0.011310382
SPATA13,3.25E-05,1,0,2,0,1,0,8,32,6,4,13.66963048,5.786324063,0.418427089,0.527010139,0.011339205
DEFA6,3.58E-06,0,3,1,2,1,0,1,3,0,0,0.95954372,5.771282832,0.793915553,0.527600809,0.011378703
PDILT,2.50E-05,0,4,0,0,0,0,7,17,6,5,0.752118798,5.742888491,0.931788536,0.528190866,0.011451828
UTP23,9.76E-06,0,1,1,11,11,0,1,2,0,2,0.893832925,5.715263983,0.89857412,0.528780246,0.011529223
ZNF155,1.79E-05,0,0,2,3,1,1,4,11,4,4,3.734829656,5.695466288,0.572252708,0.529368191,0.011578863
SPICE1,3.17E-05,0,1,0,1,1,1,4,16,5,3,3.137232208,5.692894506,0.652482711,0.529953019,0.011586869
MYO1A,4.31E-05,0,6,5,4,3,0,11,46,15,22,0.614140464,5.623646572,0.937295581,0.530541322,0.011755538
PIK3R2,3.28E-05,0,2,1,0,0,1,2,4,4,5,3.092254776,5.620893295,0.65587097,0.531126543,0.011765679
SHB,2.07E-05,0,0,0,1,0,1,1,6,3,2,3.601814079,5.613812852,0.597637273,0.531709135,0.011782226
MAP7,3.43E-05,0,2,0,0,1,1,2,12,13,4,3.035013302,5.575363522,0.66104335,0.532292201,0.011882573
TRIM23,2.14E-05,0,1,0,0,0,1,1,9,2,1,3.571746645,5.572909744,0.604210344,0.532872214,0.011886843
KRT19,2.80E-05,0,3,0,1,0,0,2,19,5,4,0.726738796,5.562310137,0.933472732,0.533449997,0.011913531
OSBPL3,3.66E-05,1,0,2,0,1,0,3,25,6,3,13.0449417,5.542747545,0.426569596,0.534026445,0.011962637
ZNF528,2.12E-05,0,2,3,4,0,0,5,17,2,2,0.784830227,5.518434793,0.928895449,0.534602039,0.012023485
CSF1,2.27E-05,0,1,0,0,0,1,0,13,3,5,3.511977402,5.511349081,0.61324207,0.535175108,0.012048572
NT5C2,2.09E-05,0,2,2,1,1,1,1,6,0,0,3.592673938,5.495775932,0.600749947,0.535746501,0.012085402
DICER1,7.06E-05,0,0,2,0,0,2,8,19,6,5,10.05216964,5.477551889,0.457844616,0.536316492,0.012138778
CCDC164,3.05E-05,0,6,8,5,2,0,8,14,7,5,0.706787928,5.40419138,0.934461429,0.536890472,0.012346944
DRAM2,9.33E-06,0,4,2,1,0,0,0,3,2,1,0.898242864,5.400042494,0.895157694,0.537461684,0.012360288
OPRL1,2.38E-05,0,1,0,0,0,1,4,12,2,4,3.465555007,5.399874814,0.618661138,0.538029766,0.012360288
P2RX5,2.40E-05,0,4,2,2,1,0,2,29,7,4,0.760734431,5.382863453,0.931134846,0.538596377,0.012410995
ASB14,1.06E-05,0,2,1,0,1,1,3,15,6,2,4.098281794,5.358389301,0.51458786,0.539162257,0.012474513
RIMBP2,6.25E-05,1,0,0,0,0,0,10,27,5,2,9.726862779,5.34037263,0.459584013,0.539726791,0.01252095
LCN10,1.11E-05,0,2,1,0,1,1,1,1,0,1,4.074153009,5.33973161,0.517821161,0.540288311,0.012523619
ZNF423,7.34E-05,0,0,0,0,0,2,14,46,5,8,9.682891447,5.330498285,0.460168667,0.54084767,0.012548706
NIPAL2,1.13E-05,0,1,2,1,0,1,1,9,1,0,4.063188813,5.330242648,0.520985645,0.541404022,0.012549239
PEX5L,2.49E-05,0,0,0,1,0,1,2,8,2,0,3.415471443,5.323377902,0.624928431,0.541958026,0.012568989
NCAPG,3.19E-05,0,3,0,1,0,0,4,9,7,7,0.695866766,5.322164974,0.934911059,0.54250916,0.012571124
BRF2,2.14E-05,1,0,4,0,0,0,3,15,0,5,15.5494867,5.302235011,0.35810742,0.543059238,0.012627168
BTN1A1,2.46E-05,1,2,6,0,1,0,2,4,1,2,14.99055233,5.288829521,0.385105441,0.543607648,0.012663998
PAPOLG,2.66E-05,0,0,0,1,0,1,2,13,1,3,3.343284906,5.236237165,0.631911973,0.544158155,0.01279637
KCNT2,3.87E-05,0,1,1,1,0,1,1,8,1,0,2.872201499,5.228920166,0.674886851,0.544706425,0.012813451
CA14,1.23E-05,0,0,1,5,1,0,3,7,3,0,0.868358318,5.221443535,0.912380326,0.545252493,0.012836402
WRNIP1,2.68E-05,0,0,0,1,0,1,2,20,5,3,3.335272978,5.206761361,0.63393045,0.545797064,0.012876968
SLC10A1,1.35E-05,0,1,2,4,0,0,1,15,2,4,0.856162035,5.184584297,0.9163094,0.546340865,0.012924473
JARID2,6.60E-05,1,0,0,0,0,0,1,15,4,8,9.353639678,5.183171777,0.463136938,0.54688193,0.01292554
STYXL1,1.32E-05,0,2,1,3,1,0,1,7,5,1,0.859389522,5.164970654,0.915421012,0.547421876,0.012971978
L1CAM,6.61E-05,1,0,0,0,0,0,0,4,0,0,9.343206442,5.156798387,0.463726405,0.547959761,0.012995463
GLUD1,2.77E-05,0,1,0,0,0,1,1,0,2,2,3.298850964,5.147067517,0.636896828,0.548495752,0.01302055
SH3D19,2.71E-05,1,1,4,1,3,0,9,15,5,7,14.55570051,5.136941938,0.398429487,0.5490299,0.013040299
THSD7A,6.55E-05,1,0,2,0,0,0,9,28,4,7,9.405995265,5.121495916,0.462544134,0.549562723,0.013080865
CEP57L1,1.41E-05,0,3,2,2,0,0,1,6,4,4,0.85100605,5.110779426,0.917746073,0.550093788,0.013103816
MAD1L1,3.91E-05,1,3,6,0,2,0,4,18,6,11,12.67659897,5.099727275,0.431603582,0.550623141,0.013128903
DPY19L3,2.70E-05,0,2,1,1,2,1,2,16,3,3,3.328122003,5.094948804,0.634595235,0.551150207,0.013148118
ITGAV,4.07E-05,0,1,1,1,0,1,2,12,4,6,2.801497341,5.094547376,0.679545524,0.551674594,0.013151321
ANGPTL3,1.45E-05,0,2,1,3,1,0,2,8,2,3,0.846654831,5.087978,0.918804899,0.552196899,0.013174807
MYB,2.91E-05,0,1,0,0,0,1,3,13,5,1,3.238283614,5.04314176,0.641686519,0.552720715,0.013272485
ZNF410,1.66E-05,0,2,1,3,1,0,5,15,1,3,0.827136483,4.971249879,0.922923622,0.553248592,0.013477449
GIMAP8,2.71E-05,1,0,3,0,1,0,7,12,8,6,14.55738549,4.955746493,0.397698082,0.553775231,0.013531358
INTS6,3.12E-05,0,0,0,1,0,1,1,1,1,1,3.153834617,4.919609369,0.650462644,0.554302584,0.013648786
KIAA2018,7.32E-05,1,0,0,0,0,0,4,43,7,10,8.633670203,4.915310487,0.467406895,0.554827663,0.013659995
TRPM5,5.55E-05,1,2,8,2,1,0,8,48,8,8,10.52256213,4.91199383,0.453327408,0.555350394,0.013673872
SHANK2,7.02E-05,1,0,0,0,0,0,7,28,8,4,8.926097264,4.89622163,0.465545485,0.55587196,0.013727782
PPHLN1,1.81E-05,0,3,2,2,0,0,2,8,7,3,0.813164911,4.894234328,0.925343913,0.556391083,0.013733654
AMY2B,1.80E-05,0,1,2,1,0,1,1,8,1,1,3.730548884,4.893873182,0.573894783,0.556907632,0.013735789
KRBA2,1.79E-05,0,1,0,4,2,0,4,5,2,3,0.814273138,4.89381911,0.925142934,0.557421596,0.013736322
SNX31,1.79E-05,0,2,1,3,1,0,1,14,5,2,0.814458003,4.891507838,0.925112165,0.557933205,0.01374166
MAP4,4.23E-05,0,2,4,2,0,1,10,26,6,8,2.746288165,4.876243961,0.682934306,0.558443674,0.013788631
ZFYVE26,9.99E-05,1,3,12,1,2,1,20,48,13,19,26.50538563,4.873435131,0.152329032,0.558951863,0.01379984
KIAA0232,4.81E-05,1,0,2,0,1,0,7,26,9,6,11.44097631,4.839318478,0.44455333,0.559460678,0.013915132
THNSL1,2.44E-05,0,6,6,6,6,0,0,7,5,8,0.756967966,4.835951248,0.931409948,0.559967286,0.013923139
CCT6B,1.91E-05,0,1,1,4,1,0,1,5,3,4,0.80362869,4.827947018,0.926726458,0.560472128,0.013947691
PLAT,3.11E-05,0,2,2,1,1,1,5,18,3,3,3.158992687,4.818300372,0.649878578,0.560975371,0.013976515
SEMA6A,4.85E-05,1,0,2,0,1,0,9,25,5,7,11.38917493,4.816878482,0.445648999,0.56147627,0.01398292
KLHL6,3.30E-05,0,0,0,1,0,1,4,6,2,0,3.084504008,4.814672201,0.657254514,0.561974917,0.013989325
KIAA1609,2.16E-05,1,0,5,1,1,0,7,20,10,11,15.51514114,4.809109035,0.360449629,0.562471633,0.01400427
SPINLW1-WFDC6,6.38E-06,0,1,1,3,0,0,0,2,2,0,0.929142811,4.775232193,0.863935144,0.562969018,0.014116894
SIAE,2.08E-05,0,1,0,4,2,0,5,13,8,5,0.788569171,4.749517191,0.928494674,0.563466332,0.01419589
FLVCR1,2.08E-05,0,2,1,0,1,1,1,12,1,0,3.59952669,4.730730211,0.598087235,0.563962948,0.014247131
IGFLR1,2.09E-05,0,1,1,4,1,0,4,13,2,3,0.787677193,4.730666468,0.928569028,0.564457164,0.014247665
DNAJC12,7.28E-06,0,2,1,2,0,0,3,7,1,0,0.919594889,4.722645508,0.875939336,0.564949723,0.014277022
HYAL4,1.66E-05,0,3,5,4,0,0,2,10,0,2,0.826854506,4.713718838,0.922982515,0.565440718,0.014309581
RARRES3,7.63E-06,0,1,0,3,1,0,1,1,2,4,0.915910677,4.705206835,0.88004915,0.565930126,0.014347478
GLI3,8.90E-05,0,3,0,0,1,1,5,26,6,7,1.55718812,4.704039286,0.720832269,0.566417291,0.014351214
LENG9,2.15E-05,0,3,2,2,0,0,3,7,2,2,0.782525305,4.699996572,0.929139837,0.566902491,0.01436616
TMEM217,7.92E-06,0,2,0,2,1,0,1,4,0,0,0.912870207,4.694170099,0.883355383,0.567385901,0.014393915
SLFN5,3.32E-05,0,3,5,2,1,1,4,7,2,7,3.077160224,4.691829719,0.658347632,0.567867219,0.014399253
ZDHHC2,1.01E-05,0,0,1,1,0,1,1,5,1,1,4.12627413,4.644884595,0.511291884,0.568350475,0.01456205
GINS4,9.03E-06,0,3,1,1,0,0,1,4,1,1,0.90133358,4.632112532,0.892788118,0.568832591,0.014607953
AVEN,9.28E-06,0,1,1,3,0,0,2,4,0,2,0.898757182,4.619639146,0.894707498,0.569313549,0.014653856
KCTD19,3.72E-05,0,3,1,3,2,0,3,19,10,8,0.655731346,4.599325887,0.936208068,0.569794065,0.014744062
CUX2,7.62E-05,1,0,0,0,0,0,5,27,9,7,8.351577718,4.583085997,0.468683035,0.570273777,0.014804377
SLC9A9,2.44E-05,0,2,1,3,1,0,5,12,6,4,0.756541244,4.549015781,0.931441227,0.570754299,0.014953296
OR1A2,1.11E-05,0,1,1,3,0,0,3,5,6,2,0.880441896,4.547521043,0.90677041,0.571232704,0.014960235
FAM98B,1.17E-05,0,1,1,0,0,1,2,10,3,4,4.041874385,4.546295271,0.524085895,0.571708983,0.014964505
C17orf28,3.77E-05,0,1,0,0,0,1,5,16,3,2,2.908274706,4.526553246,0.671272385,0.572184808,0.015046704
ZNF366,3.99E-05,0,0,0,1,0,1,1,27,4,1,2.829550691,4.468634201,0.677934753,0.57266361,0.01524633
LPHN1,8.89E-05,0,0,0,0,0,2,4,37,3,4,7.8855678,4.466987847,0.471329297,0.573140338,0.015255938
DECR1,1.22E-05,0,2,1,2,0,0,6,10,3,3,0.869350092,4.46618933,0.912041204,0.57361493,0.015259141
TREML1,1.23E-05,0,3,1,1,0,0,0,4,2,1,0.868655721,4.464175243,0.912282494,0.57408751,0.01526608
SUPT16H,3.93E-05,0,0,0,1,0,1,3,3,2,0,2.850789897,4.453387898,0.675597682,0.574558873,0.015321057
RNF6,2.64E-05,0,1,2,1,0,1,7,4,3,2,3.352587878,4.432652298,0.631230642,0.575029916,0.015423005
MAPT,4.12E-05,0,5,2,1,1,0,2,14,4,6,0.627212337,4.41878328,0.936995959,0.575500033,0.015490793
FBXO27,1.36E-05,0,1,0,3,1,0,3,6,2,0,0.855771721,4.397266798,0.916414145,0.575969912,0.015586336
FARP1,5.68E-05,1,0,2,0,1,0,8,35,9,11,10.36962159,4.391839137,0.454458342,0.576438128,0.015609821
ETAA1,2.80E-05,0,1,1,4,1,0,1,7,0,3,0.726738796,4.385335511,0.933468039,0.576904788,0.015640779
TNNT2,1.40E-05,0,2,1,2,0,0,2,8,1,4,0.851394001,4.38070795,0.917632829,0.577369737,0.015655725
