Gene,mut.rate,dn.LoF,case.LoF,ctrl.LoF,trans.LoF,ntrans.LoF,dn.mis3,case.mis3,ctrl.mis3,trans.mis3,ntrans.mis3,BF.dn,BF,qvalue.dn,qvalue,pval.TADA
TMEM150C,9.92E-06,0,0,2,0,0,0,2,5,0,2,0.892198034,0.487188961,0.899541059,0.928542007,0.548005871
SUOX,2.25E-05,0,0,2,1,1,0,4,10,7,5,0.773466337,0.48717657,0.930053726,0.928546031,0.548040566
STC1,1.08E-05,0,0,0,0,0,0,0,4,1,0,0.883668048,0.487159781,0.90507576,0.928550055,0.548117427
KCTD17,1.08E-05,0,0,0,0,0,0,0,1,0,0,0.88336505,0.487093897,0.905238244,0.928554078,0.548317054
PSMB3,1.08E-05,0,0,0,0,0,0,0,1,0,0,0.88336505,0.487093897,0.905269054,0.928558101,0.548317054
FAM219B,9.97E-06,0,0,2,0,0,0,0,1,0,0,0.891687798,0.487093194,0.899855091,0.928562123,0.548332533
ISG20,1.07E-05,0,0,0,0,0,0,1,5,1,1,0.883870109,0.487064651,0.904974569,0.928566144,0.548424873
MRAS,1.08E-05,0,0,0,0,0,0,0,2,1,1,0.883668048,0.487064394,0.90505245,0.928570164,0.548448892
FTL,9.98E-06,0,0,2,0,0,0,0,1,0,0,0.891585789,0.48703747,0.899884324,0.928574184,0.548524686
SOWAHD,9.81E-06,0,0,0,0,0,0,0,0,0,0,0.893321672,0.487026592,0.898819435,0.928578203,0.548575927
SLITRK1,3.44E-05,0,0,1,0,0,0,0,5,0,0,0.67653204,0.486981215,0.935615889,0.928582222,0.548681078
ICT1,1.07E-05,0,0,0,0,0,0,3,5,2,3,0.884577718,0.486977099,0.904485447,0.92858624,0.548691753
FIGNL2,9.82E-06,0,0,0,0,0,0,0,0,0,0,0.893219459,0.486970867,0.898860088,0.928590257,0.548760608
C22orf39,3.22E-06,0,1,7,2,0,0,2,5,0,1,0.963530276,0.486955881,0.779954189,0.928594273,0.548776088
ATP1B3,1.08E-05,0,0,0,0,0,0,0,0,0,1,0.883062166,0.486926884,0.905422454,0.928598289,0.548866293
ZNRF3,4.73E-05,0,1,2,0,0,0,4,12,4,2,0.586282987,0.486917617,0.937914685,0.928602304,0.548907393
HIST1H2AI,9.83E-06,0,0,0,0,0,0,0,0,0,0,0.89311726,0.48691515,0.898971539,0.928606318,0.549017881
ZNF146,9.83E-06,0,0,0,0,0,0,0,0,0,0,0.89311726,0.48691515,0.899042192,0.928610332,0.549017881
SULT1C4,1.09E-05,0,0,0,0,0,0,2,5,6,3,0.881952557,0.486896615,0.906106959,0.928614345,0.549053109
STMN3,1.10E-05,0,0,0,0,0,0,0,4,0,2,0.88114652,0.486858041,0.906466754,0.928618357,0.549170536
HIST1H4J,9.85E-06,0,0,0,0,0,0,0,0,0,0,0.892912898,0.486803735,0.899102595,0.928622369,0.549434748
HIST1H4K,9.85E-06,0,0,0,0,0,0,0,0,0,0,0.892912898,0.486803735,0.899112648,0.92862638,0.549434748
PSME3,9.85E-06,0,0,0,0,0,0,0,0,0,0,0.892912898,0.486803735,0.89914278,0.92863039,0.549434748
OSCAR,1.07E-05,0,0,0,0,0,0,2,6,1,1,0.883870109,0.486796719,0.904982369,0.9286344,0.549473712
IL28A,9.96E-06,0,0,2,0,0,0,2,2,0,0,0.89178982,0.486781182,0.899776967,0.928638409,0.549592207
C22orf46,9.87E-06,0,0,0,0,0,0,0,0,0,0,0.892708588,0.486692347,0.899242955,0.928642417,0.549854283
CD200,1.10E-05,0,0,0,0,0,0,0,5,0,0,0.881347954,0.486683977,0.906313295,0.928646425,0.549887377
STOM,1.10E-05,0,0,0,0,0,0,0,6,1,1,0.881750972,0.486651615,0.906166112,0.928650432,0.549922605
OR2J3,1.09E-05,0,0,0,0,0,0,2,13,3,4,0.882658496,0.486651064,0.905695864,0.928654439,0.549928476
OR12D2,1.22E-05,0,1,3,1,2,0,3,8,1,3,0.869151639,0.486619061,0.912085299,0.928658445,0.550003736
B9D2,1.08E-05,0,0,0,0,0,0,0,2,2,0,0.883163115,0.486614931,0.90534589,0.92866245,0.550018148
SYNDIG1L,1.08E-05,0,0,0,0,0,0,4,12,5,1,0.883466037,0.486591781,0.905191943,0.928666454,0.550055511
SBNO2,4.73E-05,0,0,1,1,1,0,8,15,3,5,0.586282987,0.486586814,0.937910137,0.928670458,0.55007526
PITPNB,1.08E-05,0,0,0,0,0,0,0,1,1,0,0.882860306,0.486560243,0.905559595,0.928674461,0.550181479
OGN,1.08E-05,0,0,0,0,0,0,0,3,2,1,0.883163115,0.486557268,0.905384207,0.928678463,0.550206565
MAFG,1.10E-05,0,0,0,0,0,0,0,4,0,0,0.881549438,0.486553813,0.906232466,0.928682465,0.550220977
ALDH18A1,3.43E-05,0,0,0,0,1,0,2,18,4,1,0.677288065,0.486509499,0.935568725,0.928686466,0.550293034
NEK7,1.09E-05,0,0,0,0,0,0,0,4,1,0,0.882456736,0.486491994,0.905823774,0.928690466,0.550321857
OR2G3,1.09E-05,0,0,0,0,0,0,2,11,2,2,0.882759395,0.486473115,0.905627841,0.928694466,0.550346944
C6orf138,3.41E-05,0,0,1,0,0,0,7,10,1,7,0.678802872,0.486472045,0.93552891,0.928698465,0.550353883
SSR4,9.91E-06,0,0,0,0,0,0,0,0,0,0,0.892300119,0.486469656,0.899481724,0.928702463,0.550408327
SYF2,1.08E-05,0,0,0,0,0,0,2,2,0,1,0.88296123,0.486452936,0.905491133,0.928706461,0.550448892
ATP5F1,1.10E-05,0,0,0,0,0,0,1,6,0,1,0.881347954,0.486429183,0.906291281,0.928710458,0.550485188
C2CD4A,1.01E-05,0,0,2,0,0,0,2,7,0,0,0.890770172,0.48640927,0.900395007,0.928714454,0.5504996
ACTN2,4.71E-05,0,1,2,0,0,0,12,27,4,8,0.587577934,0.486387269,0.937872227,0.928718449,0.550568455
TIPRL,1.09E-05,0,0,0,0,0,0,0,1,2,0,0.88255761,0.486375912,0.905771197,0.928722444,0.550590339
MXD4,1.10E-05,0,0,0,0,0,0,0,3,0,1,0.88114652,0.486331431,0.9064449,0.928726439,0.550711503
MPPED2,1.10E-05,0,0,0,0,0,0,0,6,1,1,0.88114652,0.486318009,0.906430317,0.928730432,0.550735522
TNF,1.10E-05,0,0,0,0,0,0,0,3,0,0,0.88144869,0.486300757,0.906276592,0.928734425,0.550763811
CA3,1.12E-05,0,0,0,0,0,0,0,9,1,1,0.879335867,0.486260407,0.907378826,0.928738418,0.550853483
IDE,3.43E-05,0,0,1,0,0,0,2,5,3,4,0.677666422,0.486215669,0.935559871,0.92874241,0.550962904
EDA2R,1.10E-05,0,0,0,0,0,0,0,1,0,0,0.881750972,0.486203882,0.906136556,0.928746401,0.551010942
FAM58A,9.96E-06,0,0,0,0,0,0,0,0,0,0,0.89178982,0.486191448,0.899767183,0.928750391,0.551133173
SLC22A18AS,9.96E-06,0,0,0,0,0,0,0,0,0,0,0.89178982,0.486191448,0.899835583,0.928754381,0.551133173
PRL,1.09E-05,0,0,0,0,0,0,1,4,1,1,0.882355875,0.486149471,0.905891179,0.92875837,0.551244729
NCCRP1,1.01E-05,0,0,1,0,1,0,3,10,1,3,0.890464525,0.486138348,0.900735771,0.928762359,0.551256472
ISY1,1.13E-05,0,0,0,0,0,0,4,0,2,1,0.877830081,0.486067465,0.90813873,0.928766347,0.551406992
WDTC1,3.44E-05,0,0,0,0,1,0,3,3,2,2,0.67653204,0.486038906,0.935617361,0.928770335,0.551487056
SNX12,9.99E-06,0,0,0,0,0,0,0,0,0,0,0.891483792,0.486024606,0.900029959,0.928774321,0.551586336
KCNF1,3.45E-05,0,0,0,0,1,0,0,3,0,0,0.675776933,0.4859991,0.935629155,0.928778308,0.551627969
C2orf70,1.08E-05,0,0,0,0,0,0,3,9,3,4,0.88336505,0.485987316,0.905222821,0.928782293,0.55169202
CCDC124,1.08E-05,0,0,0,0,0,0,2,7,3,3,0.88296123,0.485943486,0.905468264,0.928786278,0.551759274
WASH1,1.00E-05,0,0,0,0,0,0,0,0,0,0,0.891279837,0.485913412,0.900203559,0.928790263,0.551839872
C4orf44,1.09E-05,0,0,0,0,0,0,1,3,2,2,0.882255027,0.485905958,0.905906131,0.928794246,0.551911396
ARHGAP11B,1.01E-05,0,0,2,0,0,0,2,2,0,0,0.890158992,0.485890999,0.900969529,0.928798229,0.551981318
MBD3L2,1.00E-05,0,0,0,0,0,0,0,0,0,0,0.891177879,0.485857826,0.900222771,0.928802212,0.552148919
PNP,1.09E-05,0,0,0,0,0,0,1,5,2,0,0.882154191,0.485850422,0.90600306,0.928806193,0.552160662
MS4A10,1.11E-05,0,0,0,0,0,0,0,9,2,0,0.880743803,0.485846214,0.906626344,0.928810174,0.552174006
C13orf26,1.15E-05,0,0,0,0,0,0,5,7,5,1,0.876226999,0.485820798,0.908929884,0.928814155,0.552243395
DPM1,1.09E-05,0,0,0,0,0,0,2,5,2,6,0.882154191,0.4858173,0.905965832,0.928818134,0.552267948
RPL18A,1.10E-05,0,0,0,0,0,0,0,1,0,0,0.881045822,0.485815057,0.906532183,0.928822113,0.552304777
GYPB,3.46E-06,0,2,5,1,2,0,1,3,0,1,0.960848444,0.485806421,0.789010822,0.928826091,0.552321324
GADD45G,1.00E-05,0,0,0,0,0,0,0,0,0,0,0.891075933,0.485802247,0.90025156,0.928830068,0.552376301
C2orf43,1.12E-05,0,0,0,0,0,0,1,10,1,2,0.879034485,0.485800489,0.907538592,0.928834045,0.552382706
JAM2,1.14E-05,0,0,0,0,0,0,0,7,0,2,0.87712834,0.485753245,0.908538147,0.928838021,0.552527889
EMG1,1.00E-05,0,0,0,0,0,0,0,0,0,0,0.890974,0.485746674,0.900280317,0.928841996,0.552585535
RAB38,1.05E-05,0,0,2,0,0,0,0,6,0,1,0.886805647,0.485739156,0.902906705,0.928845971,0.552593008
TNNC2,1.11E-05,0,0,0,0,0,0,2,8,0,1,0.880542519,0.48573518,0.906734485,0.928849945,0.552612223
FBXO8,1.10E-05,0,0,0,0,0,0,0,1,0,0,0.880844464,0.485704027,0.906582936,0.928853918,0.552712036
CCDC150,3.58E-05,0,1,2,1,2,0,6,16,7,2,0.666340656,0.485687819,0.935913487,0.928857891,0.552734454
ZNF414,1.10E-05,0,0,0,0,0,0,2,2,0,1,0.881549438,0.485675133,0.906247184,0.928861863,0.552772885
PNO1,1.09E-05,0,0,0,0,0,0,2,6,3,5,0.882456736,0.485659592,0.905853758,0.928865834,0.552849746
MRFAP1,1.10E-05,0,0,0,0,0,0,1,0,0,0,0.88114652,0.485651698,0.90643761,0.928869805,0.552871631
TPM1,1.11E-05,0,0,0,0,0,0,0,2,0,0,0.880542519,0.485647433,0.906741674,0.928873774,0.552903656
PRDX3,1.05E-05,0,0,2,0,0,0,0,8,1,2,0.886501479,0.485646595,0.903136758,0.928877743,0.552905791
FRG2,1.01E-05,0,0,0,0,0,0,0,0,0,0,0.890770172,0.48563555,0.900423594,0.928881712,0.553046704
LOC100288255,1.01E-05,0,0,0,0,0,0,0,0,0,0,0.890770172,0.48563555,0.900433115,0.928885679,0.553046704
FAM208A,3.45E-05,0,0,1,0,0,0,1,5,0,0,0.675550579,0.485611011,0.935646827,0.928889646,0.553113958
ARL6IP5,1.02E-05,0,0,2,0,0,0,2,4,3,2,0.889751793,0.485571295,0.901145665,0.928893613,0.55317961
GPR82,1.10E-05,0,0,0,0,0,0,1,0,0,0,0.880945137,0.485540703,0.906546697,0.928897578,0.553290633
MBNL3,1.11E-05,0,0,0,0,0,0,0,2,0,0,0.880341286,0.485536446,0.906820602,0.928901543,0.553312517
RPS8,1.11E-05,0,0,0,0,0,0,0,1,0,0,0.880441896,0.485482048,0.906784762,0.928905508,0.553512677
GPM6A,1.11E-05,0,0,0,0,0,0,0,3,0,0,0.879938968,0.485467834,0.907098036,0.928909472,0.553550574
CDC42EP2,1.10E-05,0,0,0,0,0,0,1,6,2,1,0.88144869,0.485463109,0.90625454,0.928913435,0.55357139
PLTP,2.47E-05,0,1,3,0,0,0,3,36,5,5,0.754411549,0.485430308,0.931612276,0.928917398,0.553658393
C1orf68,1.01E-05,0,0,0,0,0,0,0,0,0,0,0.890362668,0.485413384,0.900792087,0.92892136,0.553930611
CPXCR1,1.01E-05,0,0,0,0,0,0,0,0,0,0,0.890362668,0.485413384,0.900820195,0.928925321,0.553930611
CRLF2,1.01E-05,0,0,0,0,0,0,0,0,0,0,0.890362668,0.485413384,0.900829557,0.928929281,0.553930611
NOTO,1.01E-05,0,0,0,0,0,0,0,0,0,0,0.890362668,0.485413384,0.900866965,0.928933241,0.553930611
MGARP,1.11E-05,0,0,0,0,0,0,0,1,0,0,0.880240687,0.4853711,0.906913495,0.9289372,0.554157459
TMEM179,1.11E-05,0,0,0,0,0,0,0,2,0,0,0.880039529,0.485370018,0.907083899,0.928941158,0.554184147
OR52N1,1.11E-05,0,0,0,0,0,0,0,5,2,3,0.880240687,0.485356904,0.906934872,0.928945116,0.554215639
TMEM179B,1.03E-05,0,0,2,0,0,0,1,3,0,0,0.888836334,0.485339673,0.901702483,0.928949073,0.554261009
TNFSF13B,1.10E-05,0,0,0,0,0,0,0,1,2,1,0.880844464,0.485337375,0.906597415,0.928953029,0.554285028
SYPL2,1.09E-05,0,0,0,0,0,0,1,12,6,4,0.882456736,0.485329223,0.905868733,0.928956985,0.554296237
CELA1,1.02E-05,0,0,1,0,1,0,0,7,3,2,0.889141373,0.48530452,0.901484967,0.92896094,0.554317587
FSTL3,1.01E-05,0,0,0,0,0,0,0,0,0,0,0.890158992,0.485302343,0.900978832,0.928964894,0.554377902
HIST3H3,1.11E-05,0,0,0,0,0,0,3,6,7,7,0.87983842,0.485247758,0.907147444,0.928968848,0.554507072
CLN3,2.26E-05,0,1,2,0,1,0,7,13,1,4,0.772767515,0.485237371,0.930126822,0.928972801,0.554511876
INO80E,1.04E-05,0,0,2,0,0,0,0,4,0,0,0.887414322,0.485218559,0.902474452,0.928976753,0.554543902
CFHR5,2.00E-05,0,6,7,0,4,0,1,6,3,5,0.795564414,0.48521719,0.927703648,0.928980705,0.554547638
FAM156A,1.01E-05,0,0,0,0,0,0,0,0,0,0,0.889955367,0.48519133,0.90106239,0.928984656,0.554726982
FAM156B,1.01E-05,0,0,0,0,0,0,0,0,0,0,0.889955367,0.48519133,0.901071657,0.928988606,0.554726982
ZMYND19,1.03E-05,0,0,2,0,0,0,1,2,1,0,0.888836334,0.485169029,0.901720518,0.928992556,0.554857753
FOXE3,1.11E-05,0,0,0,0,0,0,1,3,0,1,0.880039529,0.485159405,0.907048513,0.928996505,0.554885508
BBS5,1.25E-05,0,1,5,1,0,0,4,8,3,1,0.866180746,0.485156527,0.913093244,0.929000453,0.554890846
ZNF579,1.11E-05,0,0,0,0,0,0,1,0,0,0,0.880240687,0.48515244,0.906956226,0.9290044,0.554928743
ZNF625,1.12E-05,0,0,0,0,0,0,0,2,0,0,0.879637361,0.48514821,0.907273966,0.929008347,0.554977849
OR2A12,1.14E-05,0,0,0,0,0,0,0,6,0,1,0.877429011,0.485131965,0.908346076,0.929012293,0.555039231
PIGC,1.11E-05,0,0,0,0,0,0,0,1,2,2,0.880542519,0.485120388,0.906705702,0.929016238,0.555086736
RFPL4B,1.12E-05,0,0,0,0,0,0,1,8,1,2,0.87893405,0.485103104,0.907669645,0.929020183,0.555116627
FBXL17,1.11E-05,0,0,0,0,0,0,1,1,1,0,0.880240687,0.485099061,0.906892095,0.929024127,0.555128903
C1orf96,1.11E-05,0,0,0,0,0,0,1,1,0,0,0.880140102,0.48506109,0.906977561,0.92902807,0.555230318
SPIN1,1.11E-05,0,0,0,0,0,0,0,0,1,1,0.880140102,0.48506109,0.907020161,0.929032013,0.555230318
DNAJB3,1.02E-05,0,0,0,0,0,0,0,0,0,0,0.889650024,0.485024861,0.901256241,0.929035955,0.555373365
CALN1,1.12E-05,0,0,0,0,0,0,0,3,0,0,0.879134933,0.485024243,0.90748316,0.929039896,0.555386709
FGF2,1.11E-05,0,0,0,0,0,0,2,1,1,2,0.880240687,0.484970093,0.906899231,0.929043837,0.555468908
C1GALT1C1,1.02E-05,0,0,0,0,0,0,0,0,0,0,0.889548269,0.484969385,0.901292984,0.929047777,0.555520683
ZFAND3,1.12E-05,0,0,0,0,0,0,2,0,0,0,0.879737885,0.484960047,0.907224853,0.929051717,0.555577796
DERL2,1.04E-05,0,0,2,0,0,0,0,0,0,1,0.887718831,0.484925107,0.902325609,0.929055656,0.555695223
OR10A5,1.11E-05,0,0,0,0,0,0,3,7,0,2,0.880140102,0.484918288,0.906998872,0.929059594,0.555714972
NOC4L,2.45E-05,0,0,2,1,1,0,4,38,7,9,0.755944271,0.484907993,0.931482852,0.929063531,0.555716573
PXDC1,1.04E-05,0,0,2,0,0,0,0,2,0,0,0.887414322,0.484868491,0.902526757,0.929067468,0.555787563
FAM163B,1.02E-05,0,0,0,0,0,0,0,0,0,0,0.889344795,0.484858454,0.90139374,0.929071405,0.555845743
AEBP2,1.12E-05,0,0,0,0,0,0,1,1,0,0,0.879737885,0.48483942,0.907182665,0.92907534,0.555970643
DTX2,3.50E-05,0,0,1,0,0,0,1,11,0,0,0.672015109,0.484815097,0.935730815,0.929079275,0.556056579
MRPS26,1.11E-05,0,0,0,0,0,0,1,5,2,1,0.880240687,0.484775336,0.906920623,0.92908321,0.556162797
ERP27,1.02E-05,0,0,2,0,0,0,2,8,3,1,0.889039681,0.484771075,0.901566776,0.929087143,0.556172938
USP17L2,2.29E-05,0,1,3,0,0,0,2,1,0,0,0.770153041,0.484753984,0.930357205,0.929091076,0.556202829
COPG,3.44E-05,0,0,1,0,0,0,4,14,5,4,0.67653204,0.484750746,0.935604103,0.929095009,0.556213504
FAM171A1,4.79E-05,0,1,1,0,1,0,6,37,8,5,0.582416714,0.484750151,0.937972449,0.92909894,0.556215639
RND1,1.12E-05,0,0,0,0,0,0,2,3,0,3,0.879637361,0.484732157,0.907252933,0.929102871,0.556274353
CD99,1.02E-05,0,0,0,0,0,0,0,0,0,0,0.889039681,0.48469211,0.901530452,0.929106801,0.556424873
HIST2H2BF,1.02E-05,0,0,0,0,0,0,0,0,0,0,0.889039681,0.48469211,0.901584917,0.929110731,0.556424873
MRPL41,1.11E-05,0,0,0,0,0,0,3,7,1,4,0.880039529,0.484652719,0.907076827,0.92911466,0.556573792
BCAP31,1.12E-05,0,0,0,0,0,0,0,1,0,0,0.87893405,0.484650611,0.907614567,0.929118589,0.55665012
ITM2A,1.12E-05,0,0,0,0,0,0,0,1,0,0,0.87893405,0.484650611,0.907642125,0.929122516,0.55665012
RPS6KA1,3.46E-05,0,0,1,0,0,0,6,20,2,4,0.675022741,0.484636063,0.935661554,0.929126443,0.556663464
EIF2S1,1.12E-05,0,0,0,0,0,0,0,1,1,1,0.879335867,0.484625356,0.907385798,0.929130369,0.556694956
CDC16,2.32E-05,0,0,2,1,1,0,3,5,5,1,0.76711497,0.484615818,0.930617254,0.929134295,0.556710969
ODF1,1.12E-05,0,0,0,0,0,0,0,5,6,1,0.87893405,0.484607888,0.90765589,0.92913822,0.556730718
D4S234E,1.13E-05,0,0,0,0,0,0,0,2,0,0,0.878632817,0.484594171,0.907765683,0.929142144,0.55677929
KXD1,1.06E-05,0,0,2,0,0,0,0,6,0,0,0.885285943,0.484578953,0.903977001,0.929146067,0.556792634
OR8D1,1.06E-05,0,0,2,0,0,0,0,5,0,1,0.885285943,0.484578953,0.904034077,0.92914999,0.556792634
NAP1L5,1.12E-05,0,0,0,0,0,0,0,3,1,0,0.879134933,0.484565811,0.907517823,0.929153912,0.556825727
NFKBIE,1.13E-05,0,0,0,0,0,0,0,0,0,1,0.878733216,0.484539869,0.907738289,0.929157834,0.556913798
RABL2B,1.04E-05,0,0,1,0,1,0,0,1,0,0,0.887008488,0.484537075,0.902786494,0.929161754,0.556963437
RPS3,1.03E-05,0,0,0,0,0,0,0,0,0,0,0.888734679,0.484525828,0.901774542,0.929165674,0.55704617
AHSA1,1.12E-05,0,0,0,0,0,0,1,4,1,0,0.879436353,0.484504099,0.907308978,0.929169594,0.557144916
OR10J3,1.12E-05,0,0,0,0,0,0,1,2,1,2,0.879436353,0.484504099,0.907336947,0.929173512,0.557144916
C15orf38,1.12E-05,0,0,0,0,0,0,2,7,0,0,0.87893405,0.484468677,0.90762146,0.92917743,0.557257539
TMEM38B,1.13E-05,0,0,0,0,0,0,0,4,1,1,0.878532432,0.484467069,0.907868088,0.929181348,0.557276755
REEP6,1.05E-05,0,0,2,0,0,0,2,10,1,2,0.886501479,0.484453868,0.903145233,0.929185264,0.557302909
HIST1H3I,1.12E-05,0,0,0,0,0,0,1,1,0,0,0.879034485,0.484451764,0.907566253,0.92918918,0.557331198
GNMT,1.12E-05,0,0,0,0,0,0,1,3,3,0,0.878833626,0.484447351,0.907683392,0.929193096,0.557337603
DERA,1.03E-05,0,0,2,0,0,0,5,9,0,1,0.888531409,0.484444107,0.901855342,0.92919701,0.557345076
CLUAP1,1.02E-05,0,0,0,0,2,0,2,11,5,2,0.888938001,0.484434338,0.901630205,0.929200924,0.55735415
SAMD1,1.12E-05,0,0,0,0,0,0,0,4,2,1,0.879235394,0.484430187,0.907462336,0.929204837,0.557409127
RPL19,1.03E-05,0,0,0,0,0,0,0,0,0,0,0.888531409,0.484415007,0.901891165,0.929208749,0.557471044
CBL,3.45E-05,0,0,1,0,0,0,4,7,4,9,0.675776933,0.484352551,0.935623259,0.929212661,0.557600214
FGFRL1,3.45E-05,0,0,0,0,1,0,2,23,7,0,0.675776933,0.484327525,0.935627681,0.929216573,0.557678143
LRRC24,2.30E-05,0,1,3,0,0,0,1,4,0,0,0.769109945,0.484268321,0.930447368,0.929220484,0.557820657
SPRY3,1.13E-05,0,0,0,0,0,0,0,1,0,0,0.878231349,0.484263137,0.908010609,0.929224394,0.557866026
KLF13,1.13E-05,0,0,0,0,0,0,1,1,0,1,0.878632817,0.484237886,0.907779367,0.929228304,0.557962637
NUP37,1.14E-05,0,0,0,0,0,0,0,5,1,2,0.877328775,0.484210938,0.908392607,0.929232213,0.558037897
TMEM86A,1.14E-05,0,0,0,0,0,0,1,5,0,1,0.877729795,0.48420651,0.90821924,0.929236121,0.558100881
HIST1H2BK,1.03E-05,0,0,0,0,0,0,0,0,0,0,0.888125019,0.484193449,0.902069466,0.929240029,0.558187884
FGFR1OP2,1.04E-05,0,0,0,0,2,0,2,3,2,1,0.887008488,0.484179149,0.902769269,0.929243936,0.558207099
ENOPH1,1.13E-05,0,0,0,0,0,0,0,1,1,0,0.878532432,0.484175074,0.90783401,0.929247842,0.558228449
RAB8A,1.13E-05,0,0,0,0,0,0,1,2,1,0,0.878733216,0.484174097,0.907758837,0.929251748,0.558240726
GSG1L,1.12E-05,0,0,0,0,0,0,1,7,3,3,0.879335867,0.484169958,0.9074067,0.929255653,0.55825407
PGAM5,1.13E-05,0,0,0,0,0,0,1,5,0,0,0.877930379,0.484135067,0.908098354,0.929259557,0.558332533
OR6N1,1.14E-05,0,0,0,0,0,0,1,9,2,4,0.87712834,0.484132165,0.908551326,0.92926346,0.558343208
OR10W1,1.06E-05,0,0,0,0,2,0,1,6,0,2,0.884881167,0.484089298,0.904293131,0.929267363,0.558480918
MORF4L2,1.03E-05,0,0,0,0,0,0,0,0,0,0,0.887921899,0.484082711,0.902202308,0.929271266,0.558551908
UNC119,1.05E-05,0,0,2,0,0,0,2,2,4,4,0.886197425,0.48405135,0.903398015,0.929275167,0.558647985
EPM2A,1.02E-05,0,0,2,0,0,0,5,16,4,4,0.889039681,0.484037748,0.901557701,0.929279069,0.558690686
KCNE4,1.13E-05,0,0,0,0,0,0,0,1,1,0,0.878231349,0.484009142,0.907997079,0.929282969,0.558748866
BOLA2,1.04E-05,0,0,0,0,0,0,0,0,0,0,0.887718831,0.483972001,0.902290446,0.929286869,0.558958634
BOLA2B,1.04E-05,0,0,0,0,0,0,0,0,0,0,0.887718831,0.483972001,0.902299242,0.929290768,0.558958634
FAM124B,1.12E-05,0,0,0,0,0,0,0,7,6,2,0.879034485,0.483947946,0.907559341,0.929294667,0.559010408
FERD3L,1.14E-05,0,0,0,0,0,0,0,1,0,0,0.877629521,0.483931284,0.908252693,0.929298565,0.559108086
RAB33B,1.13E-05,0,0,0,0,0,0,1,1,2,1,0.87803069,0.48390451,0.90806465,0.929302462,0.559135842
DRAP1,1.13E-05,0,0,0,0,0,0,1,0,0,0,0.877930379,0.483879093,0.908091618,0.929306359,0.559228183
RRP15,1.07E-05,0,0,1,0,1,0,3,6,4,0,0.884678855,0.483876828,0.904445521,0.929310255,0.559231919
FRG2C,1.04E-05,0,0,0,0,0,0,0,0,0,0,0.887515813,0.483861318,0.902430772,0.929314151,0.559302909
C1orf35,1.15E-05,0,0,0,0,0,0,0,5,0,0,0.876226999,0.483856164,0.908936349,0.929318045,0.559322124
PSMB7,1.13E-05,0,0,0,0,0,0,0,1,1,0,0.877930379,0.483843271,0.908105089,0.929321939,0.559356285
SLC25A51,1.14E-05,0,0,0,0,0,0,0,1,0,0,0.877429011,0.483820722,0.90836603,0.929325833,0.559456098
ZNF581,1.13E-05,0,0,0,0,0,0,1,2,1,1,0.878131013,0.483791808,0.908037646,0.929329725,0.559538831
GGT1,3.49E-05,0,0,1,0,0,0,1,5,0,1,0.672765649,0.483790999,0.935713124,0.929333618,0.559545236
SUGT1,1.15E-05,0,0,0,0,0,0,0,3,0,1,0.876527334,0.483781962,0.90880013,0.929337509,0.559577796
SRD5A2,1.04E-05,0,0,0,0,0,0,0,0,0,0,0.887312845,0.483750663,0.90259631,0.9293414,0.559694689
UBA5,1.14E-05,0,0,0,0,0,0,1,2,0,0,0.877729795,0.483740206,0.908225934,0.92934529,0.559718175
OR52A5,1.07E-05,0,0,2,0,0,0,3,2,2,0,0.884274381,0.483738319,0.904739267,0.929349179,0.559728316
TJAP1,2.56E-05,0,1,4,2,2,0,5,13,7,3,0.747050871,0.483737972,0.932152925,0.929353068,0.559728316
MAPRE1,1.14E-05,0,0,0,0,0,0,1,0,0,0,0.877629521,0.483713273,0.908259377,0.929356956,0.559795036
MAPRE2,1.14E-05,0,0,0,0,0,0,1,1,1,0,0.877629521,0.483660052,0.908266059,0.929360844,0.55992901
ARL4D,1.13E-05,0,0,0,0,0,0,2,2,1,1,0.877830081,0.483641965,0.908118552,0.929364731,0.559977582
OR13F1,1.15E-05,0,0,2,0,0,0,3,9,10,2,0.876327098,0.483637184,0.908871599,0.929368617,0.559984521
HMGCL,1.14E-05,0,0,0,0,0,0,1,2,3,2,0.877729795,0.483629056,0.908192439,0.929372502,0.560022952
GH2,1.16E-05,0,0,0,0,0,0,3,14,0,1,0.87492684,0.483613937,0.909628879,0.929376387,0.560054977
GREM2,1.14E-05,0,0,0,0,0,0,0,1,0,0,0.877028141,0.483599679,0.908603955,0.929380272,0.560123299
PNPLA3,2.51E-05,0,1,6,2,0,0,7,26,6,6,0.750848322,0.483588003,0.931863342,0.929384155,0.560133974
VSX2,1.16E-05,0,0,0,0,0,0,2,10,0,2,0.875026777,0.48358562,0.909585118,0.929388038,0.560147852
BPGM,1.07E-05,0,0,2,0,0,0,2,8,0,3,0.883870109,0.48357137,0.90495896,0.92939192,0.560160128
SFTPA2,1.06E-05,0,0,2,0,0,0,0,0,1,0,0.885589657,0.48354409,0.903796647,0.929395802,0.560224179
ZNF705D,1.04E-05,0,0,0,0,0,0,0,0,0,0,0.886907061,0.483529435,0.902863844,0.929399683,0.560307446
CTDNEP1,1.14E-05,0,0,0,0,0,0,0,2,1,0,0.877228551,0.483463958,0.908472125,0.929403563,0.560473979
RG9MTD3,1.15E-05,0,0,0,0,0,0,0,3,1,3,0.876327098,0.483432701,0.908884566,0.929407443,0.560586069
